,PCNR min band,PCNR max band,PCNR
1900-10-30,0.0,27.6,0.06465122813882819
1900-10-31,0.0,6.6,1.6212885085181832
1900-11-01,0.0,3.7,0.9187342895405003
1900-11-02,0.0,0.0,0.0
1900-11-03,0.0,38.0,6.0671543508455406
1900-11-04,0.0,5.5,0.5423972230295758
1900-11-05,0.0,13.7,2.4929218654289254
1900-11-06,0.5,66.4,22.183125814982684
1900-11-07,-0.3,4.3,0.6899965497781994
1900-11-08,0.0,0.0,0.0
1900-11-09,0.0,0.8,0.1674009305919743
1900-11-10,0.0,13.8,2.624210826135079
1900-11-11,-0.3,19.2,4.061889136110353
1900-11-12,0.0,14.3,1.907239764710577
1900-11-13,0.0,66.4,12.485740854065787
1900-11-14,0.0,26.5,8.212722873032835
1900-11-15,0.0,25.1,2.355834457878384
1900-11-16,0.0,21.0,7.8571451980424545
1900-11-17,0.0,13.2,5.831231965981407
1900-11-18,-0.3,15.4,1.7116305429803178
1900-11-19,-0.3,15.2,2.4164696103395964
1900-11-20,0.0,33.4,7.408073508150245
1900-11-21,-0.3,23.8,8.663770661859417
1900-11-22,-0.3,12.0,3.272899348662921
1900-11-23,0.0,16.8,5.250073811524052
1900-11-24,2.0,50.0,13.739045511448161
1900-11-25,-0.3,15.2,6.757400610976355
1900-11-26,-0.3,12.0,3.1659937158690976
1900-11-27,0.1,54.8,26.78882773884816
1900-11-28,0.0,50.0,16.883063762018114
1900-11-29,0.6,39.3,17.44209440595484
1900-11-30,0.0,18.7,7.514401097283939
1900-12-01,0.0,25.4,6.662932357611094
1900-12-02,0.0,24.5,10.648706876026814
1900-12-03,-0.3,15.2,4.261652743459492
1900-12-04,0.0,3.9,0.9013096722418602
1900-12-05,-0.3,3.9,0.4599661128563737
1900-12-06,0.0,31.5,6.253898957501549
1900-12-07,0.0,1.5,0.22448515838353683
1900-12-08,-0.3,8.0,1.53319761999414
1900-12-09,0.0,6.1,1.0315951355685056
1900-12-10,0.0,0.0,0.0
1900-12-11,0.0,3.1,0.13027380830099775
1900-12-12,0.0,0.0,0.0
1900-12-13,-0.3,0.8,0.05850046241409147
1900-12-14,0.0,0.9,0.10765771937040394
1900-12-15,0.0,0.0,0.0
1900-12-16,0.0,0.5,0.04540733740032962
1900-12-17,0.0,2.4,0.34842788153521453
1900-12-18,-0.3,0.0,-0.028298555808676313
1900-12-19,0.0,0.0,0.0
1900-12-20,0.0,9.5,1.7833312136769197
1900-12-21,0.0,3.9,0.686502773260465
1900-12-22,0.0,9.3,1.6033697629195764
1900-12-23,0.0,14.1,3.3605812996525706
1900-12-24,0.0,14.3,1.7046630446144067
1900-12-25,0.0,0.0,0.0
1900-12-26,0.0,4.5,1.1829542869845817
1900-12-27,0.0,15.0,5.174944097805288
1900-12-28,0.0,6.0,1.4018788818492287
1900-12-29,-0.3,25.4,7.6893944481693195
1900-12-30,2.6,16.5,6.269900780979912
1900-12-31,-0.3,42.2,4.801537109950992
1901-01-01,0.0,19.4,5.505803832228267
1901-01-02,0.0,7.4,1.741132612966227
1901-01-03,0.0,0.6,0.0382884179508991
1901-01-04,-0.3,48.3,5.319572776691619
1901-01-05,-0.3,9.8,3.3024323857325775
1901-01-06,0.0,50.2,4.345543697315437
1901-01-07,0.0,25.0,4.5084931507318755
1901-01-08,0.0,7.8,3.325511755076902
1901-01-09,-0.3,16.8,5.3329742079722156
1901-01-10,0.0,20.0,9.656573447392528
1901-01-11,-0.3,3.4,1.2927200762074078
1901-01-12,0.0,5.4,0.7822236368149801
1901-01-13,0.0,7.5,0.9137066077737901
1901-01-14,0.0,8.6,1.3152819338533468
1901-01-15,0.0,36.0,8.700074222378092
1901-01-16,0.0,22.0,8.006155403607334
1901-01-17,0.0,24.5,4.868630765069096
1901-01-18,0.0,5.2,1.2499150410161979
1901-01-19,0.0,33.0,6.787640748142757
1901-01-20,0.0,0.8,0.07088284446623229
1901-01-21,0.0,3.1,0.22423208926834018
1901-01-22,0.0,0.0,0.0
1901-01-23,0.0,1.5,0.05538777461373455
1901-01-24,0.0,1.1,0.06853002479006307
1901-01-25,0.0,0.3,0.028595195269468403
1901-01-26,0.0,0.5,0.06483716328092312
1901-01-27,-0.3,1.2,0.16719379484640845
1901-01-28,0.0,8.4,1.5812416466321957
1901-01-29,0.0,34.0,8.285055538276845
1901-01-30,0.0,36.0,11.693705919666508
1901-01-31,0.0,34.5,8.748613868250551
1901-02-01,-0.3,14.0,2.8202889816470753
1901-02-02,0.0,30.4,8.701501069453402
1901-02-03,0.2,25.2,8.203629791739377
1901-02-04,0.0,31.7,12.012976841996313
1901-02-05,-0.3,29.0,7.559874387696743
1901-02-06,-0.3,14.0,1.924374587563658
1901-02-07,-0.3,8.2,0.6885912362632629
1901-02-08,-0.3,0.8,0.1291986614931578
1901-02-09,-0.3,0.0,-0.0405591008672539
1901-02-10,-0.3,13.2,0.89913083203421
1901-02-11,0.0,13.2,1.241154372609392
1901-02-12,0.0,7.0,0.9277195372531859
1901-02-13,0.0,4.4,0.44873716586805695
1901-02-14,0.0,3.3,0.6057579701238508
1901-02-15,0.0,14.2,6.439302494351229
1901-02-16,0.0,8.0,0.6185037204497903
1901-02-17,0.0,2.4,0.2673656610148357
1901-02-18,-0.3,2.1,0.35441672457430506
1901-02-19,0.0,4.3,0.5219284129764478
1901-02-20,0.0,38.9,5.784461878518231
1901-02-21,-0.3,6.6,2.1827233659381418
1901-02-22,-0.3,65.3,16.21087274952879
1901-02-23,0.0,12.0,1.4427064696692422
1901-02-24,-0.3,12.0,3.6865142707097944
1901-02-25,0.0,26.0,4.229190626807671
1901-02-26,2.0,39.0,16.295853136355
1901-02-27,0.0,39.0,6.592933567973531
1901-02-28,-0.3,60.5,8.895625721219393
1901-03-01,0.0,76.0,12.56554950864491
1901-03-02,0.0,13.5,2.421615970747047
1901-03-03,0.0,6.4,2.4436355381012724
1901-03-04,0.0,2.5,0.47471265644715127
1901-03-05,0.0,0.9,0.14840871540660397
1901-03-06,0.0,3.5,0.6017356007463762
1901-03-07,0.7,19.7,9.407393835995098
1901-03-08,2.7,29.2,10.651290130798776
1901-03-09,0.0,38.9,5.143579559512337
1901-03-10,0.0,9.6,2.8443884703584885
1901-03-11,-0.3,25.5,10.176039361084507
1901-03-12,-0.3,1.4,0.13020713108868434
1901-03-13,0.0,33.0,18.355335543761306
1901-03-14,1.8,65.5,12.482530764562721
1901-03-15,-0.3,17.7,4.961282272440952
1901-03-16,0.0,31.2,3.6520545318393562
1901-03-17,1.8,65.5,16.73387020039221
1901-03-18,0.8,38.7,17.044660848596617
1901-03-19,0.9,20.1,8.46548668841079
1901-03-20,0.9,26.2,11.320148399846278
1901-03-21,3.0,33.8,12.633980722654119
1901-03-22,-0.3,18.1,3.510819787171183
1901-03-23,0.0,0.7,0.12184072552242042
1901-03-24,0.0,18.5,3.9274531941871795
1901-03-25,0.0,19.8,6.801330133692107
1901-03-26,0.1,43.7,14.236523315895388
1901-03-27,0.0,19.5,4.750002880967211
1901-03-28,0.0,10.8,2.207161967949803
1901-03-29,-0.3,12.2,2.582397779153636
1901-03-30,0.0,31.1,13.392935618714091
1901-03-31,0.0,27.9,16.77586286065471
1901-04-01,-0.3,35.0,11.238705126861037
1901-04-02,0.0,32.6,6.534155812492199
1901-04-03,0.0,1.6,0.1730904422266356
1901-04-04,0.0,1.0,0.10351879080980572
1901-04-05,0.0,2.6,0.17329559958538202
1901-04-06,0.0,1.2,0.1398420095367807
1901-04-07,0.0,4.9,1.528166561326045
1901-04-08,-0.3,4.9,0.5942536052635925
1901-04-09,0.0,2.0,0.23877526475613506
1901-04-10,0.0,8.6,1.0152563659785419
1901-04-11,0.0,21.9,9.879682107890808
1901-04-12,-0.3,14.6,2.973463745559599
1901-04-13,0.0,3.2,0.6185799133602095
1901-04-14,0.0,16.8,1.1416740442997473
1901-04-15,0.0,12.3,2.4771346653563286
1901-04-16,0.0,70.5,9.660187762797403
1901-04-17,0.0,24.0,4.282995319770192
1901-04-18,0.0,3.3,0.33669952605878267
1901-04-19,0.0,4.9,1.4770581479703457
1901-04-20,0.0,57.0,7.713956600866442
1901-04-21,0.0,27.5,13.946766468913223
1901-04-22,0.0,29.6,8.812656694117107
1901-04-23,0.0,16.0,3.8177458637306567
1901-04-24,-0.3,32.2,3.657317611579669
1901-04-25,-0.3,21.9,7.53751717043126
1901-04-26,0.0,48.9,11.128019603058341
1901-04-27,-0.3,19.0,5.046519137313513
1901-04-28,0.0,8.2,0.9031736532475558
1901-04-29,0.0,6.9,0.946678911688817
1901-04-30,-0.3,8.0,0.6579293011894252
1901-05-01,-0.3,4.0,0.5360295946317546
1901-05-02,0.0,28.5,3.200004135317489
1901-05-03,0.0,2.3,0.38281786885728575
1901-05-04,0.0,5.5,1.1153527508032521
1901-05-05,-0.3,16.4,5.911990598416919
1901-05-06,0.0,27.0,6.258833430542461
1901-05-07,-0.3,12.8,4.497231424203331
1901-05-08,0.0,23.5,7.947976892021779
1901-05-09,0.0,14.7,1.7033234155126022
1901-05-10,0.0,14.7,2.466318617974649
1901-05-11,-0.3,22.3,2.1960079390434877
1901-05-12,0.0,4.5,0.32418251618823773
1901-05-13,0.0,10.0,2.3590020730269026
1901-05-14,0.0,4.5,1.0402581397896833
1901-05-15,0.0,3.1,0.4148554245049161
1901-05-16,0.0,5.5,1.8314193637461806
1901-05-17,0.0,6.1,1.2574206425469927
1901-05-18,0.0,7.6,1.7959387174555368
1901-05-19,0.0,15.4,1.2828969297598523
1901-05-20,0.0,15.4,0.6708474759387445
1901-05-21,0.0,0.1,0.006744458986687592
1901-05-22,0.0,5.5,0.7911555118275982
1901-05-23,0.0,6.1,1.7503921103272526
1901-05-24,0.0,13.4,5.002300530219956
1901-05-25,0.2,23.9,9.463904686923248
1901-05-26,0.0,29.5,9.66030366915385
1901-05-27,-0.3,25.0,5.840420806739487
1901-05-28,-0.3,13.7,0.8641029854298203
1901-05-29,0.0,14.5,2.8657079559930136
1901-05-30,0.0,10.0,0.9497940805538972
1901-05-31,-0.3,11.6,1.6377019223208977
1901-06-01,0.0,9.6,0.6188516111089422
1901-06-02,0.0,8.0,0.6500165436212051
