,TMAX min band,TMIN min band,TMEAN min band,TMAX max band,TMIN max band,TMEAN max band,TMAX,TMIN,TMEAN
1922-04-13,-0.3,-4.3,-2.341666666666667,16.35,11.5,14.176666666666668,6.9,1.9,4.462916666666667
1922-04-14,-0.3,-4.3,-2.341666666666667,14.95,9.57,12.278333333333334,9.03,4.57,7.126666666666666
1922-04-15,-2.11,-7.5,-4.6154166666666665,11.18,5.82,7.937083333333334,4.7,-0.12,2.234583333333333
1922-04-16,-5.24,-8.2,-6.404736834074321,14.66,10.58,12.1025,0.37,-3.23,-0.8708333333333335
1922-04-17,-3.3,-10.13,-6.475416666666667,15.54,11.07,13.5725,-1.62,-5.9,-3.94375
1922-04-18,-6.78,-10.25,-8.230833333333333,11.23,6.45,9.318333333333333,-1.54,-6.28,-3.94375
1922-04-19,-6.07,-10.13,-7.942916666666666,14.23,8.87,11.695416666666667,0.33,-5.2,-1.6937499999999999
1922-04-20,-6.78,-10.25,-8.230833333333333,10.98,5.0,8.133750000000001,-1.25,-4.08,-2.643333333333333
1922-04-21,-7.39,-11.62,-9.97125,19.7,15.7,18.224999999999998,0.8,-3.7,-1.1166666666666667
1922-04-22,-3.3,-10.13,-6.475416666666667,13.21,8.87,10.538333333333334,3.96,-1.01,1.2225
1922-04-23,-3.3,-10.13,-6.475416666666667,12.0,10.58,11.222857142857142,3.82,-0.58,1.1645833333333333
1922-04-24,-5.24,-10.13,-6.475416666666667,14.66,10.58,12.1025,6.3,0.51,4.205
1922-04-25,-5.24,-10.13,-6.475416666666667,15.54,11.07,13.5725,2.65,-1.2,0.2383333333333333
1922-04-26,-3.33,-7.5,-4.6154166666666665,10.33,5.82,7.937083333333334,6.05,0.47,2.9916666666666667
1922-04-27,-2.13,-7.5,-4.6154166666666665,10.14,4.88,7.340434782608696,0.34,-3.1,-1.0058333333333334
1922-04-28,0.0,-6.42,-2.6620833333333334,11.11,5.98,8.460416666666667,0.4,-4.5,-1.185
1922-04-29,-3.9,-8.43,-5.5874999999999995,8.08,5.13,6.325833333333333,-2.13,-7.5,-3.8333333333333335
1922-04-30,-6.78,-10.25,-8.230833333333333,10.14,3.41,7.340434782608696,-0.41,-4.68,-2.2608333333333333
1922-05-01,-5.24,-8.2,-6.404736834074321,12.0,10.58,11.222857142857142,-1.21,-4.75,-2.8983333333333334
1922-05-02,-5.24,-8.2,-6.404736834074321,7.35,3.43,5.542916666666667,0.88,-2.85,-0.7291666666666666
1922-05-03,-5.24,-8.2,-6.404736834074321,14.66,10.27,12.1025,4.4,0.29,2.7616666666666667
1922-05-04,0.89,-4.83,-1.0087499999999998,15.54,11.07,13.5725,10.24,5.53,7.064583333333334
1922-05-05,-7.39,-11.62,-9.97125,19.9,14.2,17.775000000000002,9.66,5.53,7.362916666666667
1922-05-06,0.89,-5.78,-1.0087499999999998,18.56,13.48,16.210833333333333,8.95,4.28,6.0945833333333335
1922-05-07,1.4,-5.78,-0.6375000000000001,18.56,13.48,16.210833333333333,9.48,4.77,7.2629166666666665
1922-05-08,1.4,-5.78,-0.6375000000000001,18.56,13.48,16.210833333333333,10.36,4.77,7.362916666666667
1922-05-09,0.89,-5.78,-1.0087499999999998,18.56,13.48,16.210833333333333,12.84,6.81,10.283333333333333
1922-05-10,0.89,-5.78,-1.0087499999999998,18.95,13.5,15.854999999999999,15.72,9.33,12.605833333333335
1922-05-11,-2.13,-6.8,-4.099583333333333,18.95,13.5,15.854999999999999,10.85,5.45,8.127916666666666
1922-05-12,-5.98,-10.2,-7.6933333333333325,17.0,13.5,15.433750000000002,7.04,2.97,5.570833333333333
1922-05-13,-5.19,-11.49,-9.29125,18.6,13.5,16.395833333333332,5.63,2.53,4.4070833333333335
1922-05-14,-4.54,-9.22,-7.87625,19.7,15.7,18.224999999999998,5.07,1.62,3.5755000000000003
1922-05-15,-3.3,-10.13,-6.475416666666667,19.7,15.7,18.224999999999998,5.48,2.49,4.1312500000000005
1922-05-16,-2.16,-6.49,-4.675833333333333,17.12,11.33,14.244166666666667,6.71,1.42,4.629166666666666
1922-05-17,-2.16,-6.49,-4.675833333333333,17.12,11.33,14.244166666666667,9.48,3.36,6.861249999999999
1922-05-18,2.87,-5.5,-0.8441666666666666,20.55,13.5,17.267083333333336,11.37,5.93,8.231250000000001
1922-05-19,0.89,-4.83,-1.0087499999999998,19.9,14.2,17.783333333333335,10.64,5.43,8.462916666666667
1922-05-20,3.53,-2.12,1.7769565217391303,20.72,16.53,18.741666666666667,12.2,7.76,9.691666666666666
1922-05-21,2.2,-2.12,0.7275,20.72,16.53,18.741666666666667,12.53,8.56,11.09625
1922-05-22,0.5,-1.97,-0.47750000000000004,20.72,16.53,18.741666666666667,12.53,8.6,11.074166666666668
1922-05-23,0.5,-3.15,-0.8445833333333334,20.72,16.53,18.741666666666667,12.13,8.04,10.004166666666666
1922-05-24,4.18,-3.27,1.9608333333333334,19.78,14.23,17.125,13.12,8.06,11.523333333333333
1922-05-25,0.53,-3.89,-0.13083333333333333,19.78,14.23,17.125,12.45,8.06,10.087916666666667
1922-05-26,0.33,-3.72,-0.4004166666666667,19.78,14.23,17.125,12.97,8.67,10.950833333333334
1922-05-27,0.2,-3.72,-1.14375,15.1,10.33,13.039583333333333,15.07,9.97,12.464583333333332
1922-05-28,0.2,-2.23,-1.14375,17.0,10.33,13.975,15.07,9.72,12.464583333333332
1922-05-29,-7.39,-12.17,-9.97125,18.95,13.48,16.210833333333333,11.18,6.81,9.225416666666666
1922-05-30,-3.36,-12.17,-7.650833333333334,19.9,14.2,17.775000000000002,15.65,9.97,13.012083333333335
1922-05-31,0.7,-3.15,-0.8445833333333334,17.0,10.67,13.972083333333332,13.64,9.78,11.4975
1922-06-01,9.86,4.48,7.3379166666666675,23.0,18.05,20.745833333333334,14.29,5.9,11.741666666666667
1922-06-02,9.86,4.48,7.3379166666666675,23.0,18.05,20.745833333333334,9.86,4.48,7.3379166666666675
1922-06-03,14.25,6.86,11.35875,25.22,19.78,22.5725,14.25,6.86,11.35875
1922-06-04,14.25,6.86,11.35875,25.22,19.78,22.5725,14.25,6.86,11.35875
1922-06-05,14.25,6.86,11.35875,25.22,19.78,22.5725,14.25,6.86,11.35875
1922-06-06,13.99,7.82,11.59625,25.22,19.8,22.5725,13.99,7.82,11.59625
1922-06-07,10.83,4.76,8.114583333333334,24.26,19.64,21.726666666666663,10.83,4.76,8.114583333333334
1922-06-08,10.83,4.76,8.114583333333334,24.34,20.17,22.13083333333333,10.83,4.76,8.114583333333334
1922-06-09,9.3,4.07,7.5874999999999995,24.26,18.16,21.14875,10.27,6.0,7.880416666666666
1922-06-10,12.44,8.1,10.397916666666667,22.02,17.05,20.056250000000002,12.44,8.1,10.397916666666667
1922-06-11,13.15,7.9,10.987499999999999,24.24,18.9,21.61375,13.15,7.9,10.987499999999999
1922-06-12,11.29,5.1,8.879166666666666,22.74,18.17,20.267083333333336,13.15,7.9,10.987499999999999
1922-06-13,6.98,2.84,4.934583333333333,21.93,16.89,18.6975,11.07,6.32,9.236666666666666
1922-06-14,2.91,0.77,1.42,22.3,17.4,19.616666666666667,11.2,8.13,9.866666666666667
1922-06-15,5.07,2.4,3.8070833333333334,22.3,17.4,19.616666666666667,7.8,2.49,5.245833333333333
1922-06-16,2.91,0.77,1.42,22.3,17.4,19.616666666666667,2.91,0.77,1.42
1922-06-17,2.91,0.77,1.42,19.07,13.94,17.110416666666666,6.3,3.3,4.995833333333333
1922-06-18,8.22,3.42,6.16875,22.51,16.92,19.404166666666665,8.22,3.42,6.16875
1922-06-19,10.53,4.08,8.23375,23.18,18.3,20.6675,10.53,4.08,8.23375
1922-06-20,11.29,5.1,8.879166666666666,23.55,18.63,20.945,11.29,5.1,8.879166666666666
1922-06-21,12.49,8.16,10.6925,23.31,18.84,20.959166666666665,12.49,8.16,10.6925
1922-06-22,12.49,8.16,10.6925,24.13,19.54,21.592083333333335,12.49,8.16,10.6925
1922-06-23,14.0,6.9,10.966666666666667,24.18,18.55,21.202083333333334,14.0,6.9,10.966666666666667
1922-06-24,13.57,8.03,11.234583333333333,23.23,18.49,20.902083333333334,13.57,8.03,11.234583333333333
1922-06-25,10.7,4.1,7.858333333333333,22.32,15.92,20.06625,10.7,4.1,7.858333333333333
1922-06-26,6.99,3.48,4.95625,21.92,16.61,19.3625,12.17,5.51,9.60875
1922-06-27,13.4,8.8,11.375,24.22,19.64,21.726666666666663,15.28,9.6,12.25875
1922-06-28,10.62,4.53,8.704166666666667,24.38,16.61,19.89875,13.4,7.35,9.704166666666667
1922-06-29,12.08,7.33,9.520833333333334,24.13,19.54,21.592083333333335,12.08,7.33,9.520833333333334
1922-06-30,14.8,10.63,12.809166666666668,24.5,19.5,22.309583333333332,14.8,10.63,12.809166666666668
1922-07-01,12.06,6.2,10.072916666666666,23.94,18.8,21.321250000000003,14.97,7.4,11.440833333333332
1922-07-02,9.02,3.48,6.195,23.8,18.8,21.321250000000003,14.97,7.4,11.440833333333332
1922-07-03,9.02,2.47,6.195,23.8,18.8,21.321250000000003,15.94,8.1,12.695416666666667
1922-07-04,9.02,3.48,6.195,22.35,17.9,20.646666666666665,17.19,11.37,14.272083333333333
1922-07-05,6.91,-0.13,4.074166666666667,23.61,17.67,20.089583333333334,18.39,11.37,14.384583333333333
1922-07-06,6.99,3.57,4.95625,21.92,16.61,19.3625,15.0,8.38,12.195416666666667
1922-07-07,17.06,9.79,14.272083333333333,24.5,19.64,22.309583333333332,17.06,9.79,14.272083333333333
1922-07-08,8.8,1.7,4.833333333333333,22.35,17.9,20.646666666666665,16.25,9.6,13.483333333333334
1922-07-09,9.02,2.92,6.195,24.13,19.54,21.592083333333335,11.67,3.48,6.835833333333333
1922-07-10,15.0,9.6,12.25875,24.22,19.64,21.726666666666663,17.47,11.75,14.683333333333332
1922-07-11,12.08,7.33,9.520833333333334,24.13,19.54,21.592083333333335,15.4,10.5,12.987499999999999
1922-07-12,12.08,7.33,9.520833333333334,24.13,19.54,21.592083333333335,12.08,7.33,9.520833333333334
1922-07-13,13.57,7.33,11.234583333333333,23.23,18.49,20.902083333333334,16.45,10.18,13.115
1922-07-14,6.99,3.9,4.95625,23.31,15.71,20.06625,15.0,8.38,12.147083333333333
1922-07-15,6.99,-0.92,4.138333333333333,21.57,15.35,17.704166666666666,16.04,9.23,13.205416666666666
1922-07-16,15.4,7.92,12.529166666666667,25.46,19.54,21.592083333333335,16.99,9.56,14.412083333333333
1922-07-17,13.73,8.1,10.968333333333334,24.5,19.5,22.309583333333332,18.25,12.8,15.829166666666666
1922-07-18,9.38,4.53,7.704166666666667,25.46,17.22,20.607916666666664,17.51,11.5,15.44375
1922-07-19,14.8,9.56,12.809166666666668,24.5,19.54,22.309583333333332,14.8,9.56,12.809166666666668
1922-07-20,15.05,7.82,12.809166666666668,26.23,19.92,23.135,16.85,12.19,14.848333333333334
1922-07-21,10.83,4.76,8.114583333333334,24.22,19.64,21.726666666666663,18.45,12.85,15.702083333333334
1922-07-22,6.99,3.9,4.95625,23.31,16.97,19.5725,18.55,12.7,15.78375
1922-07-23,6.99,1.99,4.95625,21.92,16.61,19.3625,15.14,9.48,12.485
1922-07-24,8.95,3.72,6.444583333333334,20.8,15.92,18.240833333333335,14.0,6.86,11.179166666666667
1922-07-25,12.49,6.7,10.441666666666666,23.27,18.84,20.959166666666665,17.29,12.1,15.292083333333332
1922-07-26,12.49,8.16,10.6925,24.5,19.5,22.309583333333332,18.8,12.75,15.717083333333333
1922-07-27,16.72,9.97,14.573333333333332,24.5,19.5,22.309583333333332,20.85,14.32,17.4925
1922-07-28,15.38,9.97,13.448333333333332,24.18,18.8,21.321250000000003,21.93,15.85,18.905833333333334
1922-07-29,16.1,9.28,13.115,26.23,19.92,23.135,20.8,14.48,17.681250000000002
1922-07-30,16.1,9.28,13.115,26.23,19.92,23.135,20.12,13.89,17.461666666666666
1922-07-31,15.05,9.28,12.809166666666668,23.94,18.1,20.735,18.69,12.62,15.668333333333335
1922-08-01,14.04,8.48,11.633333333333333,23.0,19.19,21.21291666666667,18.74,12.68,16.111250000000002
1922-08-02,13.15,7.9,10.987499999999999,23.55,18.63,20.945,19.02,12.3,16.383333333333333
1922-08-03,12.87,7.82,11.234583333333333,25.16,20.17,22.77208333333333,16.7,10.52,14.37625
1922-08-04,10.83,4.76,8.114583333333334,24.34,20.17,22.13083333333333,17.08,11.1,14.478333333333333
1922-08-05,8.3,-0.13,4.3575,24.34,20.17,22.13083333333333,17.96,12.03,15.013333333333334
1922-08-06,7.88,4.76,6.059230769230769,23.31,17.03,19.5725,17.9,12.92,15.009166666666667
1922-08-07,6.91,1.39,4.074166666666667,23.65,18.73,20.872916666666665,18.39,13.03,15.983333333333334
1922-08-08,9.33,3.5,7.427083333333333,23.31,16.61,20.389583333333334,16.09,9.63,12.487499999999999
1922-08-09,9.1,3.72,6.444583333333334,22.97,16.89,19.815,14.53,10.0,12.987499999999999
1922-08-10,8.22,3.97,6.16875,22.97,16.17,19.815,16.4,11.71,13.71125
1922-08-11,8.22,3.97,6.16875,22.97,16.17,19.815,14.7,8.68,12.050416666666665
1922-08-12,14.55,8.98,12.556666666666667,23.18,18.17,20.6675,19.92,13.96,17.062916666666666
1922-08-13,12.44,7.81,10.397916666666667,24.24,18.9,21.61375,22.7,18.18,21.0125
1922-08-14,5.07,2.49,3.8070833333333334,21.64,16.6,18.247916666666665,21.57,15.2,18.145833333333332
1922-08-15,8.95,4.38,6.948333333333333,24.13,19.54,21.592083333333335,18.54,13.33,15.998750000000001
1922-08-16,15.05,9.97,12.809166666666668,26.23,19.92,23.135,20.34,15.13,17.4925
1922-08-17,12.08,7.33,9.520833333333334,24.13,19.54,21.592083333333335,22.97,16.44,19.815
1922-08-18,12.49,8.16,10.6925,24.16,18.3,20.94,19.83,14.37,17.417083333333334
1922-08-19,11.44,2.68,7.5,24.7,19.8,22.35083333333333,20.99,14.87,18.460833333333333
1922-08-20,15.52,10.09,12.797916666666666,26.23,19.92,23.135,22.55,17.4,20.002916666666668
1922-08-21,8.3,-0.13,4.3575,24.26,19.64,21.726666666666663,21.41,15.57,18.591666666666665
1922-08-22,13.73,8.1,10.968333333333334,24.38,17.22,20.056250000000002,21.29,15.85,18.420833333333334
1922-08-23,14.21,8.91,11.954166666666666,24.13,19.54,21.592083333333335,19.6,14.13,16.909583333333334
1922-08-24,12.44,8.1,10.397916666666667,22.97,17.05,20.35291666666667,17.6,12.55,15.36625
1922-08-25,14.21,8.91,11.954166666666666,22.47,18.05,20.735,19.05,13.8,16.192916666666665
1922-08-26,15.92,9.28,13.115,24.18,18.63,21.202083333333334,19.92,12.82,16.611250000000002
1922-08-27,9.33,5.66,7.427083333333333,23.31,18.05,20.745833333333334,17.28,11.3,14.780833333333334
1922-08-28,7.88,4.9,6.059230769230769,23.31,16.25,19.5725,17.28,11.9,14.44625
1922-08-29,3.06,-0.92,2.0091666666666668,19.62,13.49,15.996666666666668,11.55,5.67,8.322916666666666
1922-08-30,8.3,-0.13,4.3575,21.92,16.61,19.3625,8.3,-0.13,4.3575
1922-08-31,6.99,1.7,4.833333333333333,21.92,16.61,19.3625,8.78,1.99,4.95625
1922-09-01,-2.29,-4.46,-3.4266666666666663,17.1,12.0,14.616666666666667,10.65,5.0,8.605416666666667
1922-09-02,-3.17,-5.63,-4.265,17.95,13.1,15.227083333333333,11.91,7.43,9.760416666666666
1922-09-03,-0.45,-1.97,-1.18875,21.5,16.35,18.52375,10.17,7.25,8.942083333333334
1922-09-04,2.27,-2.87,-0.9129166666666667,21.5,16.35,18.52375,11.98,7.68,9.780416666666666
1922-09-05,2.42,-2.55,1.7170833333333333,18.01,13.41,15.786666666666667,13.69,8.97,11.710833333333333
1922-09-06,1.86,-3.15,0.37625000000000003,18.01,13.41,15.786666666666667,15.12,10.39,12.584166666666667
1922-09-07,1.86,-3.15,0.37625000000000003,18.01,13.41,15.786666666666667,16.1,10.7,13.670416666666666
1922-09-08,-3.6,-5.93,-4.668333333333334,18.01,13.41,15.786666666666667,16.1,11.77,13.982916666666666
1922-09-09,3.73,-1.24,1.2475,19.1499996185303,13.82,16.480624976158143,12.87,8.51,10.446666666666667
1922-09-10,-2.03999996185303,-6.73,-4.026666663487752,19.1499996185303,13.82,16.480624976158143,11.31,7.6,8.998333333333333
1922-09-11,-2.03999996185303,-7.52,-4.026666663487752,19.1499996185303,13.82,16.480624976158143,8.49,4.74,6.9025
1922-09-12,-2.29,-4.46,-3.4266666666666663,14.7,7.98,10.552083333333334,10.52,5.94,8.9575
1922-09-13,-4.33,-6.08,-4.822916666666667,10.52,5.12,7.333749999999999,4.3,1.14,3.1914285659790047
1922-09-14,-3.28,-6.01,-4.463333333333334,12.6,7.95,10.270416666666668,6.22,2.0,3.1914285659790047
1922-09-15,-3.13,-9.2,-6.232916666666667,17.1,12.0,14.616666666666667,9.13,4.11,7.0975
1922-09-16,3.45,0.39,2.0641666666666665,23.23,21.4,22.154615384615383,11.73,7.37,9.306666666666667
1922-09-17,4.15,-4.3,-0.715,23.23,21.4,22.154615384615383,14.85,9.77,12.516363636363637
1922-09-18,1.17,-4.63,-1.877391304347826,19.16,14.57,15.9775,15.05,10.39,12.584166666666667
1922-09-19,4.15,-4.3,-0.715,23.04,21.4,22.154615384615383,15.12,10.59,12.75125
1922-09-20,4.15,-4.3,-0.715,19.29,13.62,16.558333333333334,17.93,12.18,14.971
1922-09-21,1.17,-4.63,-1.877391304347826,19.38,14.35,17.243333333333336,13.66,10.67,12.80625
1922-09-22,1.17,-4.63,-1.877391304347826,22.7,17.0300006866455,20.263125042915345,15.55,10.65,13.377916666666666
1922-09-23,1.83,-0.97,0.9470833333333334,22.7,17.0300006866455,20.263125042915345,12.27,7.96,10.241666666666667
1922-09-24,-2.29,-4.46,-3.4266666666666663,17.26,12.7,14.616666666666667,10.65,5.65,8.672666666666666
1922-09-25,-0.35,-3.99,-2.2345833333333336,19.23,16.01,17.305,7.25,3.2,5.395
1922-09-26,-0.35,-3.99,-2.2345833333333336,17.93,10.39,15.412916666666666,6.81,2.3,5.4075
1922-09-27,-7.17,-10.26,-7.9695833333333335,17.93,10.39,15.412916666666666,4.55,-0.23,1.7216666666666667
1922-09-28,-4.14,-6.57,-5.476666666666667,17.95,13.1,15.227083333333333,2.43,-0.2,0.5220833333333333
1922-09-29,3.06,-0.37,1.86625,19.42,14.0,16.99875,5.04,1.8,2.8691666666666666
1922-09-30,5.04,2.4,4.028333333333333,23.23,20.2,21.759333292643227,7.67,3.88,5.559166666666667
1922-10-01,1.17,-4.63,-1.877391304347826,22.7,17.0300006866455,20.263125042915345,12.06,7.71,9.69875
1922-10-02,2.38,0.35,1.1129166666666668,22.7,17.0300006866455,20.263125042915345,12.75,8.97,10.930833333333332
1922-10-03,4.77,2.62,3.6704166666666667,22.7,17.0300006866455,20.263125042915345,13.05,9.33,11.067083333333334
1922-10-04,5.57,2.32,3.700416666666667,22.7,17.0300006866455,20.263125042915345,13.52,9.33,11.035833333333334
1922-10-05,1.17,-4.63,-1.877391304347826,20.19,14.67,17.537916666666668,14.6,8.87,11.2325
1922-10-06,-3.13,-9.2,-6.232916666666667,19.3,13.8,15.450000000000001,8.24,4.84,6.3741666666666665
1922-10-07,2.42,-2.55,1.2475,18.01,13.41,15.786666666666667,7.08,2.5,5.128333333333333
1922-10-08,2.27,-2.87,-0.9129166666666667,18.78,14.72,16.80625,7.0,2.13,5.852916666666666
1922-10-09,2.38,-0.8,0.7382352941176471,18.78,14.72,16.80625,4.88,1.32,3.5095833333333335
1922-10-10,-0.68,-6.0,-3.4720833333333334,19.1499996185303,14.72,16.80625,10.54,5.97,8.007083333333332
1922-10-11,2.38,-2.58,0.043750000000000046,20.3,16.85,18.549583333333334,9.75,5.9,7.204166666666667
1922-10-12,1.75,-2.58,-0.3682608695652174,18.55,13.9,16.107499999999998,9.98,6.48,8.417083333333332
1922-10-13,1.75,-1.8,-0.3682608695652174,16.0,11.2,13.41125,8.9399995803833,5.25,7.037826086956522
1922-10-14,2.62,-1.27,0.3075,16.0,11.2,13.41125,10.38,7.02,8.486666666666666
1922-10-15,-1.88,-8.71,-5.544583333333333,17.9300003051758,11.15,12.831666666666665,10.02,6.63,8.486666666666666
1922-10-16,-1.23,-2.63,-2.07125,17.9300003051758,8.2,9.9,4.63,2.85,3.857083333333333
1922-10-17,-1.23,-2.63,-2.07125,17.9300003051758,11.15,12.831666666666665,5.35,3.7,4.837916666666667
1922-10-18,-1.23,-2.63,-2.07125,17.9300003051758,8.2,8.790000038146975,5.3,3.7,4.834999942779542
1922-10-19,-4.08,-6.17,-5.08375,15.31,11.39,12.831666666666665,5.18,2.7,4.277142857142857
1922-10-20,0.27,-3.47,-0.9075000000000001,17.9300003051758,11.15,12.831666666666665,7.15,4.0,5.799166666666667
1922-10-21,-3.21,-8.71,-5.544583333333333,17.9300003051758,11.15,12.831666666666665,4.8,2.85,4.277142857142857
1922-10-22,-7.17,-10.26,-7.9695833333333335,11.65,7.0,8.92625,4.58,2.56,3.3154166666666662
1922-10-23,-7.17,-10.26,-7.9695833333333335,15.8,10.7,13.003333333333332,5.78,2.85,4.51375
1922-10-24,-2.83,-6.73,-4.026666663487752,19.1499996185303,13.82,16.480624976158143,6.71,2.17,4.87625
1922-10-25,-3.17,-5.63,-4.265,18.2,13.3,15.38875,7.57,2.6,4.84875
1922-10-26,-2.29,-4.3,-3.4266666666666663,17.93,12.9499998092651,15.412916666666666,5.8,1.45,3.610416666666667
1922-10-27,-4.08,-6.17,-5.08375,19.1,14.93,16.871666666666666,4.3,1.14,2.4045833333333335
1922-10-28,0.27,-1.57,-0.6895833333333333,13.84,10.23,12.22875,3.15,0.48,2.0516666666666667
1922-10-29,-7.13,-8.17,-7.652916666666666,7.9,6.6,7.226666666666667,4.3,1.14,3.1820833333333334
1922-10-30,-4.33,-8.17,-6.2775,9.4,5.12,7.333749999999999,-0.15,-4.53,-2.0454166666666667
1922-10-31,-0.13,-4.46,-1.8366666666666667,17.37,12.0,14.616666666666667,-0.13,-4.46,-1.8366666666666667
1922-11-01,-0.87,-6.2,-2.910833333333333,20.15,13.4,16.937916666666666,-0.12,-3.73000001907349,-1.3958333333333333
1922-11-02,-1.44,-6.2,-2.910833333333333,20.15,13.4,16.937916666666666,2.7,-2.07,0.010000000000000037
1922-11-03,-2.93,-6.2,-4.04125,10.52,5.78,7.216666666666666,5.73,2.2,3.8333333333333335
1922-11-04,-2.93,-6.01,-4.04125,14.7,9.08,12.662083333333333,5.25,1.9,3.1914285659790047
1922-11-05,-0.87,-4.37,-2.910833333333333,17.43,11.98,12.910833333333334,8.15,3.13,4.879166666666666
1922-11-06,-1.44,-6.2,-2.910833333333333,13.73,5.85,9.799999999999999,6.78,2.81,4.32875
1922-11-07,-2.93,-6.01,-4.04125,14.7,9.08,12.662083333333333,2.57,-0.77,1.5350000000000001
1922-11-08,-1.44,-6.2,-2.910833333333333,20.15,13.4,16.937916666666666,2.7,-1.5,1.2424999892711637
1922-11-09,-0.13,-2.07,-1.1804166666666667,22.7,17.0300006866455,20.263125042915345,9.05,4.01,6.406666666666666
1922-11-10,-0.87,-4.46,-2.910833333333333,20.15,13.4,16.937916666666666,5.47,0.87,3.2529166666666662
1922-11-11,1.65,-2.09,-0.048749999999999995,17.26,12.7,14.616666666666667,5.73,3.03,4.2375
1922-11-12,-0.45,-4.63,-2.06,19.42,14.0,16.99875,6.22,2.17,4.535
1922-11-13,2.24,-4.63,-2.06,18.05,12.1,15.30625,7.1,3.53,5.173333333333333
1922-11-14,0.0,-5.87,-2.814166666666667,19.02,14.39,16.47875,6.11,2.45,5.007916666666667
1922-11-15,2.8,-1.97,1.5378260869565217,20.04,14.39,17.147916666666667,4.51,0.74,2.56
1922-11-16,-2.02,-4.22,-3.0829166666666663,19.02,14.39,16.47875,5.79,1.74,3.0316666666666667
1922-11-17,-2.02,-5.87,-3.0829166666666663,20.04,14.39,17.147916666666667,4.58,1.2,2.779583333333333
1922-11-18,-0.57,-4.77,-2.4991666666666665,20.04,14.39,17.147916666666667,4.3,0.68,2.5595833333333333
1922-11-19,-2.02,-4.22,-3.0829166666666663,19.02,14.39,16.47875,2.93,0.68,2.4854166666666666
1922-11-20,1.22,-7.03,-2.89875,21.5,16.35,18.52375,4.51,0.74,2.56
1922-11-21,1.22,-7.03,-2.89875,21.5,16.46,18.52375,4.51,0.74,2.56
1922-11-22,4.51,0.74,2.56,20.3,15.98,18.368750000000002,6.11,2.94,5.007916666666667
1922-11-23,2.8,0.34,1.5378260869565217,20.3,15.98,18.368750000000002,2.8,0.34,1.5378260869565217
1922-11-24,2.8,0.34,1.5378260869565217,20.04,14.57,17.147916666666667,5.13,0.4,3.3524999999999996
1922-11-25,-2.73,-5.0,-3.8870833333333334,20.04,14.57,17.147916666666667,5.13,0.34,3.3524999999999996
1922-11-26,-2.73,-5.0,-3.8870833333333334,19.29,14.57,16.558333333333334,-2.73,-5.0,-3.8870833333333334
1922-11-27,-3.6,-5.93,-4.668333333333334,19.3,13.8,15.795833333333334,-3.6,-5.93,-4.668333333333334
1922-11-28,5.13,0.34,3.3524999999999996,19.16,14.57,15.9775,5.13,0.34,3.3524999999999996
1922-11-29,-2.73,-5.0,-3.8870833333333334,20.19,14.67,17.537916666666668,-2.73,-5.0,-3.8870833333333334
1922-11-30,-2.73,-5.0,-3.8870833333333334,20.19,14.67,17.537916666666668,1.17,-4.63,-1.877391304347826
1922-12-01,-2.47,-7.63,-4.7711764795639935,9.19,5.63,6.571666666666666,3.68,-1.31,0.8183333333333334
1922-12-02,-4.4,-10.35,-6.322500000000001,10.46,3.83,5.69125,1.13,-3.13,-0.9387500000000001
1922-12-03,-5.6,-17.82,-10.263333333333334,10.46,2.8,5.732916666666667,0.81,-3.13,-1.39875
1922-12-04,-5.6,-13.7,-9.565833333333332,9.27,5.65,7.309166666666666,0.81,-3.49,-1.41
1922-12-05,-1.58,-7.57,-4.310833333333333,9.2,6.65000009536743,7.601875005960465,5.04,0.02,2.0982608695652174
1922-12-06,-2.47,-4.56,-3.411,10.01,7.37,8.64304347826087,2.81,-2.13,0.5806250000000001
1922-12-07,-5.6,-8.8,-6.002222222222223,9.58,5.65,7.309166666666666,2.12,-2.07,-0.07916666487852735
1922-12-08,-1.9,-7.75,-3.3166666666666664,9.27,5.65,7.309166666666666,-0.2,-3.13,-1.8776470588235294
1922-12-09,-5.84,-9.23,-7.129166666666666,8.03,3.8,5.732916666666667,-1.4,-3.87,-2.61875
1922-12-10,-4.24,-6.39,-5.288571428571428,9.27,5.65,7.309166666666666,-4.24,-6.39,-5.288571428571428
1922-12-11,-1.0,-3.4,-2.261999994277954,10.51,5.49,7.184166666666666,-1.0,-3.4,-2.261999994277954
1922-12-12,-1.0,-4.7,-2.261999994277954,11.87,8.95,9.947647058823529,2.28,-3.4,-1.8499999999999999
1922-12-13,0.64,-2.42,-0.7092307692307693,12.23,8.95,10.3375,0.64,-2.42,-0.7092307692307693
1922-12-14,-1.1,-7.0,-4.791666666666667,12.23,8.95,10.3375,-1.1,-7.0,-4.791666666666667
1922-12-15,1.02,-4.7,-1.8499999999999999,10.93,8.17,9.603846153846153,3.5,0.4,2.2956521739130435
1922-12-16,-3.37,-8.4,-4.6000000000000005,11.4,6.43,8.604166666666666,-1.0,-4.53,-2.9958333333333336
1922-12-17,-2.6,-6.77,-4.7125,10.22,5.38,7.452916666666667,-1.7,-4.53,-3.2095833333333332
1922-12-18,-2.6,-6.1,-4.7125,10.22,5.38,7.452916666666667,-2.1,-4.36,-2.973333333333333
1922-12-19,-2.6,-6.1,-4.7125,10.22,5.38,7.452916666666667,-0.22,-3.4,-1.6624999999999999
