,TMAX min band,TMAX max band,TMAX
1900-02-28,-5.4,4.4,-0.21928054520809814
1900-03-01,9.5,13.2,10.543949808591616
1900-03-02,-1.2,9.4,6.66035386178306
1900-03-03,-0.4,10.0,5.332116146543661
1900-03-04,2.8,9.4,6.634570825869087
1900-03-05,1.0,15.0,10.253319821206036
1900-03-06,7.3,17.4,11.38913836902648
1900-03-07,6.6,19.4,11.528304269430675
1900-03-08,6.8,16.6,9.669798078651553
1900-03-09,1.2,20.0,12.783266662458857
1900-03-10,13.6,21.7,14.275170706558585
1900-03-11,13.8,17.0,15.170567294966675
1900-03-12,7.0,15.1,9.361135651952248
1900-03-13,8.2,14.6,11.785676069264971
1900-03-14,3.6,11.2,6.474220372652787
1900-03-15,4.6,19.6,10.38096924517114
1900-03-16,-0.8,8.2,1.0478023083773338
1900-03-17,-4.4,-0.5,-1.7724204484740707
1900-03-18,-0.2,10.0,2.859890636186515
1900-03-19,1.2,3.6,2.1465058906039656
1900-03-20,-1.3,2.8,1.7376745625853753
1900-03-21,-3.2,3.2,-0.12435013102120589
1900-03-22,1.0,2.2,1.3012460605288534
1900-03-23,4.2,8.0,6.294501005509044
1900-03-24,3.0,10.8,6.742155489732008
1900-03-25,2.4,5.7,3.6376492556744484
1900-03-26,-3.8,5.6,-0.16980648548175908
1900-03-27,-3.2,8.6,1.9636096833894823
1900-03-28,-2.4,1.0,-0.6280433765620346
1900-03-29,3.5,7.0,4.9463687522021775
1900-03-30,-0.6,9.0,4.275388172507727
1900-03-31,1.6,15.0,8.45752314703927
1900-04-01,-0.8,12.2,4.11742239418918
1900-04-02,0.8,8.2,3.09741152373272
1900-04-03,2.0,5.5,3.354998218009913
1900-04-04,-1.0,4.6,1.7640694197386368
1900-04-05,-2.1,5.0,0.5657194170054438
1900-04-06,2.0,6.6,4.518336534773635
1900-04-07,-4.6,-1.0,-2.702565428015551
1900-04-08,-3.4,2.5,-0.3001919019451814
1900-04-09,-4.2,0.5,-3.1265115627371785
1900-04-10,-3.4,0.6,-0.4793500430282855
1900-04-11,0.6,10.1,3.740389685052263
1900-04-12,6.4,18.4,12.649319221385843
1900-04-13,7.5,20.2,13.698273789517511
1900-04-14,6.0,15.4,9.456230120909312
1900-04-15,9.0,13.4,11.728088655257515
1900-04-16,9.6,15.0,12.971671887636504
1900-04-17,9.6,16.2,11.712738060529851
1900-04-18,4.0,19.6,8.26426021328727
1900-04-19,2.2,13.8,11.07058703426139
1900-04-20,7.0,19.0,14.15509264507245
1900-04-21,13.4,15.6,13.987680964978903
1900-04-22,14.0,16.2,14.919244864299307
1900-04-23,9.4,16.4,13.457167547675772
1900-04-24,-0.8,5.2,2.6323261741076647
1900-04-25,7.0,9.7,8.376426324050216
1900-04-26,-2.0,16.4,6.062368709226981
1900-04-27,5.0,9.3,6.087194675433274
1900-04-28,3.8,7.8,6.123401178651492
1900-04-29,-3.8,9.6,4.420978024158061
1900-04-30,0.4,14.4,12.840142955908858
1900-05-01,2.8,11.0,5.459095907930621
1900-05-02,3.0,15.0,5.725082237087835
1900-05-03,5.0,10.0,5.551292841863876
1900-05-04,8.6,16.8,12.36272959661122
1900-05-05,3.8,13.0,7.642157181478961
1900-05-06,0.0,4.6,2.4115618507852683
1900-05-07,2.0,4.5,3.742008978472609
1900-05-08,2.0,13.0,5.640395750045657
1900-05-09,-1.8,1.5,-0.7850171705853355
1900-05-10,10.0,16.8,13.751993460125032
1900-05-11,8.6,13.0,11.230297593723561
1900-05-12,8.4,9.0,8.793721242448633
1900-05-13,0.4,3.2,2.069420211526419
1900-05-14,1.8,4.0,2.8953968533142054
1900-05-15,1.2,9.6,5.600888674166893
1900-05-16,1.2,9.6,6.622998115975582
1900-05-17,-4.8,5.0,2.290590282800561
1900-05-18,0.4,7.2,4.0273160368271474
1900-05-19,1.0,9.4,3.9063909232772938
1900-05-20,4.0,9.5,5.9223442482408455
1900-05-21,8.4,16.4,12.978948770508127
1900-05-22,5.2,10.0,7.54895386208999
1900-05-23,-0.8,7.2,3.551091995937624
1900-05-24,1.3,12.3,8.754724150323973
1900-05-25,-8.0,17.6,12.052290147275661
1900-05-26,16.0,22.4,18.945685971933262
1900-05-27,11.4,16.4,14.357268066252594
1900-05-28,10.5,21.0,13.997392177719048
1900-05-29,15.6,21.0,18.17168902313946
1900-05-30,3.7,9.4,6.255551656752897
1900-05-31,4.8,11.6,8.230896977426472
1900-06-01,8.8,14.6,10.395638461592853
1900-06-02,10.2,17.0,15.245961548874273
1900-06-03,6.2,12.2,11.324086613159249
1900-06-04,10.4,18.8,14.361316580108742
1900-06-05,17.5,18.8,18.164605750516586
1900-06-06,4.8,23.5,14.138491111616581
1900-06-07,13.4,18.5,16.092235057995946
1900-06-08,23.0,26.0,24.973076734618555
1900-06-09,13.6,21.8,17.724775022022786
1900-06-10,6.4,20.5,15.095383448262456
1900-06-11,5.5,18.0,10.219331482447467
1900-06-12,7.8,23.8,22.220945957787443
1900-06-13,23.0,25.5,24.053326786036966
1900-06-14,24.0,26.2,25.386749383678275
1900-06-15,17.0,26.2,22.768834104174605
1900-06-16,18.0,25.0,22.393267263903883
1900-06-17,17.4,22.4,20.650058635096308
1900-06-18,22.5,28.0,25.77029677755381
1900-06-19,23.0,26.6,25.21309351741777
1900-06-20,11.8,24.6,19.51087127790055
1900-06-21,20.0,25.3,22.761832245007195
1900-06-22,22.6,25.4,24.455382832841323
1900-06-23,17.6,27.9,22.84644633573537
1900-06-24,18.6,26.4,23.67302631636009
1900-06-25,22.0,25.0,23.833043763838504
1900-06-26,20.6,24.0,22.038633374809326
1900-06-27,17.4,23.8,20.779196176628336
1900-06-28,17.6,26.0,24.194808504446037
1900-06-29,8.8,22.5,18.887110279650088
1900-06-30,18.0,25.7,22.679965515538072
1900-07-01,17.0,24.8,20.51217619931637
1900-07-02,11.6,26.0,16.666416726361216
1900-07-03,15.8,19.4,17.276906719357513
1900-07-04,15.8,20.0,17.951302854794285
1900-07-05,11.6,19.0,14.63446028292231
1900-07-06,11.6,23.3,21.905829839225486
1900-07-07,13.5,18.0,16.10157348923107
1900-07-08,15.6,19.2,17.859012547192467
1900-07-09,24.6,30.0,28.911745845157807
1900-07-10,16.8,27.2,23.4588619622494
1900-07-11,14.4,23.1,17.18227967546345
1900-07-12,17.4,20.2,19.181210210484046
1900-07-13,10.0,22.0,14.040258591009497
1900-07-14,18.0,27.2,24.505569536520134
1900-07-15,22.6,28.6,24.70026841357553
1900-07-16,21.6,25.0,23.877575453597004
1900-07-17,24.4,31.2,26.98687340927036
1900-07-18,13.2,27.8,22.62874675920301
1900-07-19,14.4,25.4,22.16512467187035
1900-07-20,23.2,23.6,23.397842453057283
1900-07-21,24.0,25.8,24.268225458183828
1900-07-22,16.3,26.0,23.27291703697002
1900-07-23,24.8,26.6,25.481712146999335
1900-07-24,17.5,27.0,22.526538811298973
1900-07-25,18.5,23.0,19.95063219030248
1900-07-26,20.0,23.0,21.60166213135803
1900-07-27,22.0,24.2,23.498087954517526
1900-07-28,16.0,22.1,21.083365700525196
1900-07-29,13.2,24.6,18.28333525614538
1900-07-30,14.4,21.0,18.940282661191667
1900-07-31,20.6,21.8,21.072725645677366
1900-08-01,22.4,24.0,23.4065382613371
1900-08-02,21.7,24.6,23.070642098003017
1900-08-03,15.6,18.7,16.95895327075345
1900-08-04,15.2,23.4,19.360926412672814
1900-08-05,11.4,20.6,16.43364312149567
1900-08-06,14.0,27.5,24.162933252699286
1900-08-07,18.0,25.0,18.98544880127047
1900-08-08,12.0,26.0,20.895767090993008
1900-08-09,20.3,24.5,22.00567251991781
1900-08-10,20.6,27.0,23.694354978058655
1900-08-11,16.8,24.4,22.141672458311124
1900-08-12,20.4,27.6,24.824489952906983
1900-08-13,16.3,26.4,19.510100133528667
1900-08-14,13.8,24.5,19.576390404558882
1900-08-15,15.6,24.2,21.333208655006725
1900-08-16,15.5,18.2,17.09366186475952
1900-08-17,16.6,28.0,25.763093656396627
1900-08-18,20.2,25.2,22.447699705260757
1900-08-19,17.6,26.0,22.784521934737576
1900-08-20,15.2,18.8,17.572825350936917
1900-08-21,13.5,23.4,20.792414256552014
1900-08-22,4.0,23.4,15.199237796325246
1900-08-23,9.2,23.5,15.791090901561688
1900-08-24,2.2,21.4,13.303022898611989
1900-08-25,10.6,23.0,19.622882351892947
1900-08-26,6.4,11.5,8.585634276991144
1900-08-27,15.4,23.8,19.76135234249446
1900-08-28,21.8,28.4,24.367271959455532
1900-08-29,19.3,25.6,23.3656699050965
1900-08-30,19.3,28.9,23.073480068011758
1900-08-31,22.2,26.2,24.887038007686176
1900-09-01,7.3,20.6,14.854461381818515
1900-09-02,3.4,23.8,15.794877260369217
1900-09-03,11.7,23.6,17.18044495788586
1900-09-04,1.0,14.8,8.557869572410317
1900-09-05,13.2,27.2,20.770392199678877
1900-09-06,9.8,12.2,11.683262792660692
1900-09-07,17.2,25.3,23.360092931948913
1900-09-08,5.8,10.0,7.464461316035774
1900-09-09,-1.4,20.6,6.4209286372594185
1900-09-10,12.4,22.0,15.286073490221419
1900-09-11,11.4,23.0,18.797804026128137
1900-09-12,20.0,23.0,22.02299904604238
1900-09-13,7.8,13.2,11.63644581361984
1900-09-14,7.8,16.6,13.15062029897418
1900-09-15,9.6,22.4,16.286195081176032
1900-09-16,11.8,20.4,16.017751173755983
1900-09-17,10.0,19.2,14.269987815104042
1900-09-18,15.6,22.0,18.618223034137866
1900-09-19,7.0,17.6,14.123672160634747
1900-09-20,8.6,17.0,11.341124919395039
1900-09-21,9.2,21.0,14.73171002875452
1900-09-22,10.2,23.2,15.928286388216948
1900-09-23,9.6,20.4,15.166786878729345
1900-09-24,14.8,16.5,16.18815433987469
1900-09-25,6.0,8.0,7.186295362583516
1900-09-26,0.2,13.7,8.824584854611125
1900-09-27,12.0,17.8,14.615064661153763
1900-09-28,13.3,16.2,15.531286957165012
1900-09-29,3.0,18.0,15.486938679951326
1900-09-30,9.3,12.0,10.136398225398386
1900-10-01,9.5,23.2,17.4339077447072
1900-10-02,3.4,19.0,12.75083926236199
1900-10-03,13.8,16.8,15.165236388983288
1900-10-04,-1.0,16.4,13.061692504913756
1900-10-05,9.8,15.6,12.204626231018516
1900-10-06,14.6,17.4,15.861053756164115
1900-10-07,6.0,15.0,10.508472302480325
1900-10-08,6.0,11.8,10.061102097977168
1900-10-09,11.8,15.0,13.851997991017042
1900-10-10,10.0,16.0,13.206379054573219
1900-10-11,15.2,22.7,17.118449568747003
1900-10-12,10.4,20.0,14.543557760877556
1900-10-13,0.8,11.6,5.418082916380488
1900-10-14,-6.0,18.6,13.645747545202182
1900-10-15,14.8,22.6,18.793164210895256
1900-10-16,5.6,15.0,9.234630540195559
1900-10-17,15.0,26.4,20.770656234970225
1900-10-18,14.0,15.4,14.508861931086795
1900-10-19,13.4,17.4,16.15949799376552
1900-10-20,-0.4,13.4,5.073438675969028
1900-10-21,0.2,14.6,6.551896827530771
1900-10-22,5.4,11.2,7.657574343947077
1900-10-23,3.5,9.6,5.902710703653152
1900-10-24,8.0,14.8,10.434652124573438
1900-10-25,6.4,16.8,12.032009536059975
1900-10-26,-1.0,9.2,3.473803094033593
1900-10-27,2.4,15.4,9.782433355939721
1900-10-28,8.6,17.8,15.393225551860644
1900-10-29,4.4,10.8,6.4782500283170465
1900-10-30,4.2,18.8,18.74512989975788
1900-10-31,4.6,9.7,6.973957306279398
1900-11-01,0.6,7.6,5.813895749829446
1900-11-02,15.5,22.2,18.507853991817566
1900-11-03,5.2,19.6,12.211226981095518
1900-11-04,12.2,21.2,16.539917985833384
1900-11-05,4.2,7.0,5.880085249650622
1900-11-06,3.2,10.0,5.024231755070775
1900-11-07,-1.0,14.0,8.294192326005566
1900-11-08,11.4,18.4,13.28615526357074
1900-11-09,6.8,14.0,9.25843771355417
1900-11-10,2.0,8.9,4.102364700659924
1900-11-11,-2.0,4.0,1.430178991827768
1900-11-12,-0.8,16.4,3.9007854388401393
1900-11-13,0.0,6.2,4.121169439351889
1900-11-14,4.4,7.8,5.5847161164205215
1900-11-15,2.4,10.0,4.94878772945378
1900-11-16,1.0,12.6,7.629889387072721
1900-11-17,-4.0,7.2,2.0918081052385498
1900-11-18,-5.2,3.0,-1.1866190439669684
1900-11-19,-6.2,-1.8,-3.8706944652051924
1900-11-20,3.0,12.6,6.702850645345845
1900-11-21,6.4,10.2,7.775474246579517
1900-11-22,4.0,6.5,5.079400768512539
1900-11-23,4.0,11.2,7.694179534094534
1900-11-24,0.6,4.8,2.928785734600975
1900-11-25,0.6,4.6,3.2440445057401424
1900-11-26,0.4,5.6,1.9888583401521627
1900-11-27,1.2,4.6,2.8227673367185986
1900-11-28,4.0,5.4,4.373953388494573
1900-11-29,-2.0,5.6,0.8845250595875722
1900-11-30,2.6,11.0,6.966094617120075
1900-12-01,-2.6,-1.5,-2.1355607790987023
1900-12-02,-2.3,5.2,0.7788127997029769
1900-12-03,-2.0,7.6,1.6651854959312895
1900-12-04,4.8,7.2,6.125598890833115
1900-12-05,5.0,13.0,10.360689498807615
1900-12-06,0.4,3.4,1.7552715699047103
1900-12-07,0.2,9.1,5.590308239826134
1900-12-08,0.6,6.8,2.9295136338710175
1900-12-09,9.4,10.6,10.072383855459133
1900-12-10,5.2,10.6,8.372676224979582
1900-12-11,3.1,12.8,7.659036314618874
1900-12-12,7.2,13.0,9.527729640676004
1900-12-13,4.8,7.0,5.664254722598508
1900-12-14,3.9,13.4,8.374222444932538
1900-12-15,7.8,12.6,9.582880206294952
1900-12-16,4.4,5.8,5.027301286183018
1900-12-17,8.0,12.0,10.016216233258163
1900-12-18,8.0,10.2,9.142423518389394
1900-12-19,7.2,9.4,8.12572354173066
1900-12-20,1.4,8.0,6.571429685418568
1900-12-21,3.8,9.8,6.972159951552727
1900-12-22,3.6,10.4,6.994593593875715
1900-12-23,-1.2,7.0,2.4262236404286606
1900-12-24,3.4,10.9,5.565687497321395
1900-12-25,7.4,10.0,8.440140875352084
1900-12-26,2.6,10.0,6.750782211570674
1900-12-27,-0.1,9.0,3.125579272751866
1900-12-28,0.0,5.0,1.4087984606219948
1900-12-29,0.4,5.8,3.72647534031339
1900-12-30,-2.0,5.8,4.086145974973464
1900-12-31,-3.6,0.2,-1.439699257687816
1901-01-01,-2.7,3.8,0.10760035368751465
1901-01-02,-4.6,3.0,-0.22497384126030645
1901-01-03,-2.2,12.4,8.78120665129314
1901-01-04,-2.4,4.2,-0.9568384503375255
1901-01-05,-4.6,5.4,-1.0766437218161082
1901-01-06,-6.4,1.4,-2.5785342915129754
1901-01-07,-2.0,0.4,-0.7835181756231525
1901-01-08,-2.2,3.6,1.2060607179141534
1901-01-09,-2.6,8.2,1.1284278302122897
1901-01-10,-4.2,6.0,1.2818965174442272
1901-01-11,-1.2,1.7,-0.40161009566369743
1901-01-12,-0.8,4.6,2.7039855228050627
1901-01-13,-0.8,8.8,3.827467921581814
1901-01-14,-0.8,13.2,7.104096046460408
1901-01-15,3.0,4.8,3.92054325448539
1901-01-16,2.8,9.5,4.407525345250152
1901-01-17,-4.2,5.2,-1.9281146499404713
1901-01-18,-1.8,4.6,0.7003537445360224
1901-01-19,-0.4,3.0,0.888025254985189
1901-01-20,0.2,5.8,4.418112704642989
1901-01-21,0.3,11.0,6.763418252814835
1901-01-22,6.4,11.6,9.025621368308252
1901-01-23,9.2,16.2,10.645933650345201
1901-01-24,6.4,9.5,7.8707482669911215
1901-01-25,0.0,6.6,1.7708663221667582
1901-01-26,-1.8,-0.2,-0.8036149744948052
1901-01-27,1.2,6.0,3.6807438838582436
1901-01-28,-2.0,5.2,2.339673768650618
1901-01-29,-3.1,3.0,-0.0593717836016392
1901-01-30,-6.0,-3.8,-4.78217587571509
1901-01-31,-11.2,0.0,-2.749027898850842
1901-02-01,-7.8,0.0,-3.8028299591463965
1901-02-02,-2.3,3.6,0.24754773087035167
1901-02-03,-8.4,-1.0,-2.9202890278422333
1901-02-04,-4.0,-2.1,-2.696744124023056
1901-02-05,-5.0,-1.2,-3.8049410630346565
1901-02-06,-5.8,6.2,-1.247941594419132
1901-02-07,-5.3,7.2,-0.6086132916666169
1901-02-08,2.3,6.0,4.446581675939582
1901-02-09,-1.8,9.2,2.761335696043226
1901-02-10,4.6,12.0,7.908792970042932
1901-02-11,1.4,7.4,6.147351946081772
1901-02-12,-4.4,8.6,3.932406400521888
1901-02-13,-6.0,12.4,7.0527760230515355
1901-02-14,0.0,13.8,3.402245630773231
1901-02-15,-5.4,-0.8,-1.4162418153945708
1901-02-16,-6.0,1.4,-4.435323310993207
1901-02-17,3.8,8.0,6.069342189071705
1901-02-18,-3.6,1.9,-1.8612346577073633
1901-02-19,-1.6,6.4,2.3665086403893403
1901-02-20,-5.0,-1.6,-2.9541631930649714
1901-02-21,-5.4,2.4,-3.699315915541059
1901-02-22,-5.0,2.6,-1.2362378182745204
1901-02-23,-5.2,1.8,-1.2515094126401303
1901-02-24,-5.0,-2.4,-3.275305201935444
1901-02-25,-0.8,1.4,0.37090625368135877
1901-02-26,0.2,2.9,2.071707808457132
1901-02-27,-0.5,4.6,2.051292183544265
1901-02-28,-1.0,2.2,0.3939903455173476
1901-03-01,2.0,6.8,4.348195980045249
1901-03-02,3.0,7.3,6.460448461614967
1901-03-03,-1.5,5.8,1.3009865626170212
1901-03-04,1.8,4.8,2.9249098395067485
1901-03-05,8.4,12.8,9.821302219163403
1901-03-06,1.6,5.4,2.729509101475518
1901-03-07,-2.0,2.5,0.6144666315943825
1901-03-08,-5.0,-3.8,-4.2562530816008435
1901-03-09,-5.0,1.2,-1.9046898491047815
1901-03-10,-5.5,3.2,-0.8404610573985412
1901-03-11,-0.2,8.8,7.498249825874054
1901-03-12,7.0,12.4,9.08621470810684
1901-03-13,6.0,7.8,7.276558578028121
1901-03-14,4.0,4.4,4.060653402277649
1901-03-15,-0.3,7.0,3.173257561672491
1901-03-16,2.1,11.4,4.006837179661894
1901-03-17,2.6,4.0,3.5127197160510564
1901-03-18,0.0,2.0,0.6789062641570045
1901-03-19,-6.0,-0.5,-3.2066002639128848
1901-03-20,-0.3,3.2,1.6767840572789336
1901-03-21,-1.0,1.2,0.36838345354997265
1901-03-22,-1.4,8.2,3.5499469572579394
1901-03-23,6.8,18.5,13.7676896341914
1901-03-24,3.4,8.4,5.360175247766147
1901-03-25,4.4,5.2,4.7664424803233825
1901-03-26,2.0,4.3,3.183783346085742
1901-03-27,-3.4,6.2,2.497814884174757
1901-03-28,-1.6,10.8,6.130488420169162
1901-03-29,4.8,14.6,11.035817649022952
1901-03-30,0.0,7.0,2.9198330426225727
1901-03-31,0.2,4.6,1.8307829275614673
1901-04-01,4.6,9.8,7.051116494448742
1901-04-02,4.0,10.4,7.371376666606313
1901-04-03,4.5,15.6,9.438339903814457
1901-04-04,14.4,19.6,16.49816877146688
1901-04-05,0.5,13.0,7.164200509474883
1901-04-06,14.8,22.7,18.489798130017
1901-04-07,9.4,14.6,12.623371294041338
1901-04-08,5.0,10.6,7.17366017002216
1901-04-09,12.3,15.3,14.512240491426278
1901-04-10,5.2,8.6,6.3572275903898845
1901-04-11,-3.2,13.0,9.062383660059293
1901-04-12,-2.2,6.4,0.9496645185688586
1901-04-13,7.0,14.0,8.849251607580248
1901-04-14,7.3,20.0,14.454050958735897
1901-04-15,1.4,13.5,7.285120156581174
1901-04-16,7.0,12.8,9.42160418248381
1901-04-17,3.0,10.7,6.9632220869662484
1901-04-18,8.2,14.8,12.189206368807913
1901-04-19,5.6,15.2,10.652407047244917
1901-04-20,4.0,9.4,6.127539434352786
1901-04-21,2.2,3.8,2.7492422833156893
1901-04-22,5.6,9.4,6.9055807306839405
1901-04-23,3.8,6.0,5.092155070303058
1901-04-24,5.4,8.1,7.6209184617843535
1901-04-25,5.4,13.0,8.339456231021492
1901-04-26,-4.0,0.0,-1.569121230855457
1901-04-27,-4.6,1.4,-1.6754186288237534
1901-04-28,10.0,14.4,12.246408987019175
1901-04-29,10.0,14.0,11.82082714354238
1901-04-30,-0.2,15.7,9.514369731170271
1901-05-01,8.0,12.3,9.913914087484667
1901-05-02,6.6,8.0,7.382190301370821
1901-05-03,5.6,18.0,13.41170425199038
1901-05-04,-3.8,7.0,2.658960336624906
1901-05-05,9.2,14.2,11.23910555848307
1901-05-06,-4.8,2.6,-0.892722590672414
1901-05-07,-2.0,3.8,-0.16754115115500082
1901-05-08,1.6,9.0,5.746049161467499
1901-05-09,1.4,5.4,2.5315163001684016
1901-05-10,-0.7,14.8,7.834836018280479
1901-05-11,0.0,11.8,5.864541821585921
1901-05-12,7.2,16.2,11.808651436414245
1901-05-13,0.4,18.0,10.389918851205364
1901-05-14,-0.2,16.8,8.557859403025839
1901-05-15,12.4,15.4,14.122422531032955
1901-05-16,6.0,17.4,10.378054607893988
1901-05-17,9.4,11.8,11.167752702725705
1901-05-18,3.8,14.4,10.532718366743547
1901-05-19,12.0,18.8,16.515293390085144
1901-05-20,7.6,16.0,10.292429422371532
1901-05-21,7.6,16.0,9.801862343366242
1901-05-22,6.0,19.4,12.87037597414591
1901-05-23,3.6,9.4,6.497888328547618
1901-05-24,1.9,9.5,7.390855517925404
1901-05-25,1.0,11.2,5.0200844320161435
1901-05-26,1.4,11.2,6.073396068961391
1901-05-27,4.6,16.8,8.486774346900914
1901-05-28,6.4,12.0,9.775594669827463
1901-05-29,1.6,19.8,11.189111644489472
1901-05-30,6.8,10.0,8.025737999127594
1901-05-31,9.0,14.0,11.275195577486775
1901-06-01,17.8,26.3,21.100332483673295
1901-06-02,23.0,27.7,24.835961133835358
1901-06-03,18.0,24.5,22.18593786858981
1901-06-04,15.0,23.6,20.586497997254096
1901-06-05,20.4,26.6,21.929908470397855
1901-06-06,20.0,26.0,22.804164914276882
1901-06-07,12.8,24.5,21.724167503796362
1901-06-08,17.2,24.0,18.53277728538969
1901-06-09,19.2,24.4,21.54791405523771
1901-06-10,17.0,26.0,22.863560396309282
1901-06-11,22.4,22.8,22.647860178508893
1901-06-12,14.0,24.5,22.004575013961844
1901-06-13,6.0,18.5,11.701841244484184
1901-06-14,5.4,17.8,8.813213411310242
1901-06-15,15.8,22.8,19.841091603932256
1901-06-16,18.2,24.6,21.000260426470184
1901-06-17,15.1,23.4,19.53542284268583
1901-06-18,16.8,26.0,19.570027202016426
1901-06-19,23.6,28.4,26.16671116036749
1901-06-20,20.0,28.0,23.02734533749232
1901-06-21,20.0,27.0,22.505035205476254
1901-06-22,17.4,24.0,22.228554348384566
1901-06-23,16.6,23.3,19.874383158540866
1901-06-24,20.6,26.9,24.623250060488317
1901-06-25,21.4,26.0,23.71982500692263
1901-06-26,24.8,27.8,27.037429718497712
1901-06-27,15.4,21.0,17.71989850032377
1901-06-28,15.0,16.4,15.4728378264129
1901-06-29,18.0,25.0,22.41366045050491
1901-06-30,16.7,23.0,20.825190307100264
1901-07-01,12.2,23.1,19.88550127948401
1901-07-02,15.4,21.8,18.261404236062695
1901-07-03,6.6,21.0,16.28353575249081
1901-07-04,15.0,22.0,19.657380673816856
1901-07-05,17.0,24.0,20.872043641222813
1901-07-06,15.2,22.8,19.101370147626703
1901-07-07,11.0,23.4,16.378163107383934
1901-07-08,17.5,24.6,21.058710523357046
1901-07-09,21.5,24.4,22.44213411080494
1901-07-10,17.8,23.6,19.93520477543537
1901-07-11,10.2,24.2,15.222586531009128
1901-07-12,10.4,29.8,18.99538446623633
1901-07-13,22.2,25.0,23.136687249133935
1901-07-14,20.6,27.6,26.864364013749245
1901-07-15,21.0,28.2,24.209506690820092
1901-07-16,20.6,26.0,24.126993819563914
1901-07-17,25.2,26.6,25.710942238894564
1901-07-18,23.4,29.4,26.89561439756954
1901-07-19,21.8,24.4,22.973518773403036
1901-07-20,13.0,24.2,18.337894790176627
1901-07-21,23.6,26.0,24.371837932327534
1901-07-22,14.8,19.4,17.626703866541476
1901-07-23,21.0,23.5,22.32888832265015
1901-07-24,12.6,17.4,15.854821975386795
1901-07-25,14.4,19.2,15.999836103189198
1901-07-26,18.2,24.0,20.526232590891706
1901-07-27,17.6,20.2,19.15231566948864
1901-07-28,13.0,20.7,18.172146214538923
1901-07-29,12.4,20.8,17.237267839393233
1901-07-30,15.0,22.2,18.002561963085533
1901-07-31,14.6,24.2,20.66209211454781
1901-08-01,18.0,23.8,20.855861587578815
1901-08-02,20.6,25.8,23.401967648060126
1901-08-03,12.4,28.0,21.17719958093773
1901-08-04,21.6,26.0,22.821948922511055
1901-08-05,19.4,24.4,21.570793967729404
1901-08-06,22.0,25.6,23.703316272967744
1901-08-07,13.8,23.4,20.71743658459044
1901-08-08,20.2,23.0,22.29920659245174
1901-08-09,11.6,23.4,15.725280786329376
1901-08-10,15.6,23.6,21.728409595507188
1901-08-11,16.0,22.0,17.8750071735148
1901-08-12,23.6,26.0,24.953749140015418
1901-08-13,20.8,25.0,23.721920076953595
